name,website,address,phone,category,rating,reviews_count
The Dietitian's Room London,https://www.dietitiansroom.com/,"21 Stapenhill Rd, Wembley HA0 3JF، United Kingdom",+447956220271,,4.8,
The Eat Well Health Clinic,http://www.ewhclinic.com/,"Brighter Spaces, 2A Prebend St, London N1 8PT, United Kingdom",+442039165956,Nhà dinh dưỡng học,5,
The Evewell West London,https://www.evewell.com/,"182 Hammersmith Rd, London W6 7DJ, United Kingdom",+442039740950,Fertility clinic,4.5,
The Eye Surgeons Group,https://www.eyesurgeonsgroup.co.uk/index.php/contact-us/,"The Battersea Clinic, 25 Patcham Terrace, Nine Elms, London SW8 4EX, United Kingdom",+442030965843,Eye care,,
The Fandi Clinic,http://thefandiclinic.com/,"apartment 118 ground floor, 18 Lombard Rd, London SW11 3RR, United Kingdom",+447904799230,Medical clinic,5,
The Fat Loss Centre,https://www.fatlosscentre.com/,"1st Floor, Atlantic House, 351 Oxford St, London W1C 2JF, United Kingdom",+442081507286,Weight loss service,4.8,
The Fertility & Gynaecology Academy,https://www.fertility-academy.co.uk/,"57A Wimpole St, London W1G 8YP, United Kingdom",+442072241880,Fertility clinic,4.2,
The Fertility Midwife,http://thefertilitymidwife.co.uk/,"7 Lakeside Dr, London NW10 7GZ, United Kingdom",+447546883991,Clínica de reproducción asistida,,
The Fertility Nutrition Clinic,http://www.fertilitydietitian.co.uk/,"metropolitan wharf, 70 Wapping Wall, London E1W 3SS, United Kingdom",,Clinique de fertilité,5,
The Forest Surgery,http://www.theforestsurgery.co.uk/,"2 MacDonald Rd, London E17 4BA, United Kingdom",+442084984988,Medical clinic,3.3,
The Gender Hormone Clinic,http://thegenderhormoneclinic.com/,"Fitzrovia Hospital, 13-14 Fitzroy Square, London W1T 6AH, United Kingdom",07427926686,Poliklinik,5,
The Global Fertility,https://theglobalfertility.com/,"82 Harley St, London W1G 7HN, United Kingdom",+447364133978,Fertility clinic,5,
The Group Practice at River Place,https://www.riverplacegrouppractice.co.uk/,"Essex Rd, London N1 2DE, United Kingdom",+442077042832,Medical clinic,4.4,
The Gut Clinic,https://gut-clinic.mykajabi.com/,"UNTIL, 1 Orchard St, London W1H 6HJ, United Kingdom",+447943409194,Nutritionist,5,
The Gut Health Clinic,https://theguthealthclinic.com/,"1 Welbeck St, London W1G 0AR, United Kingdom",,Medical clinic,4.2,
The Hair Clinic,http://the-hair-clinic.co.uk/,"50-54 Wigmore St, London W1U 2AU, United Kingdom",02072244640,Lægeklinik,5,
The Hair Confidante,http://www.thehairconfidante.co.uk/,"25 Kingston Rd, London SW19 1JX, United Kingdom",,Hair replacement service,4.9,
The Hair Loss Centre,https://thehaircentre.co/,"Audley House, 13 Palace St, London SW1E 5HX, United Kingdom",+442034687598,Hair replacement service,4.5,
The Hale Clinic,https://www.haleclinic.com/hyperbaric-oxygen-chamber,"4 Harley St, London W1G 9PB, United Kingdom",+442076310156,Wellness center,4.4,
The Harley Street Dermatology Clinic,https://www.theharleystreetdermatologyclinic.co.uk/,"35 Devonshire Pl, London W1G 6JP, United Kingdom",+448000489230,Dermatolog,4.3,
The Harley Street ENT Clinic,https://www.harleystreetent.com/,"109 Harley St, London W1G 6AN, United Kingdom",+442072242350,Otolaryngology clinic,4.2,
The Harley Street Eye Centre,https://www.theharleystreeteyecentre.com/,"22a Harley St, London W1G 9PB, United Kingdom",+447700169089,Eye care center,5,
The Harley Street Eye Clinic,http://www.harleystreeteye.com/,"86 Harley St, London W1G 7HP, United Kingdom",+442070600086,Centro de oftalmología,5,
The Harley Street Nutritionist,http://www.thelondonnutritionist.co.uk/,"1-7 Harley St, London W1G 9QD",07540305699,Nutritionist,3.3,
The Harper Clinic,https://theharperclinic.com/,"39 Harley St, London W1G 8QH, United Kingdom",+447881364644,Women's health clinic,4.9,
The Health Screening Clinic - Harley Street,http://healthscreening.clinic/,"Suite 3, 117a Harley St, London W1G 6AT, United Kingdom",+442071837056,Diagnostic center,4.5,
The Health Screening Clinic London,https://www.healthscreeningclinic.co.uk/,"Suite 15, 20 Old Brompton Rd, South Kensington, London SW7 3DL, United Kingdom",+442071833570,Medical clinic,5,
The Health Space,https://www.thehealth-space.com/,"Flat 6, 12 Rampayne St, Lillington and Longmoore Gardens, London SW1V 2QT, United Kingdom",+447757224248,Nutritionist,5,
The Hope Space,http://www.thehopespace.co.uk/,"160 West Hill, London SW15 3SR, United Kingdom",+447593004795,Eating disorder treatment center,5,
The HVN - Wellness & Longevity Clinic London,https://www.the-hvn.com/,"57-63 Knightsbridge, London SW1X 7BF, United Kingdom",+442045278741,Wellness center,4.8,
The IBS & Gut Health Clinic,https://ibsguthealthclinic.co.uk/locations/london/,"2A Prebend St, London N1 8PT, United Kingdom",+447732876746,Nutritionist,,
The Iron Clinic,https://www.theironclinic.com/,"Ground Floor, 101 Harley St, London W1G 6AH, United Kingdom",+442038758171,Medical clinic,4.6,
The Kensington Clinic,https://kensington-clinic.co.uk/,"65a Marloes Rd, London W8 6LE, United Kingdom",+442079383730,Medical clinic,4.5,
The KP Clinic,http://thekpclinic.com/,"156 Brompton Rd, London SW3 1HW, United Kingdom",+447483119644,Medical clinic,5,
The Langdon Clinic,https://www.langdonclinic.com/,"98 Crawford St, London W1H 2HL, United Kingdom",+442071009891,Medical spa,5,
The Laser Clinic,https://www.the-laserclinic.com/,"3, Manor Parade, Sheepcote Rd, Harrow HA1 2JN, United Kingdom",+442033758598,Medical clinic,4.5,
The Laser Clinic Group,http://www.thelaserclinicgroup.com/,"39 Windsor St, Uxbridge UB8 1AB, United Kingdom",+442030069865,Weight loss service,4.7,
The LASIK,https://thelasik.co.uk/contact-us,"7 Gower St, Greater, London WC1E 6HA, United Kingdom",+442071833622,,,
The London,http://www.thelondonweightclinic.com/,"c/o Mr Ahmed Ahmed, 162-174 Cromwell Rd, London SW5 0TU, United Kingdom",+448001691055,Weight loss service,4.6,
The London Allergy Clinic,http://londonallergyclinic.com/,"1 Orchard St, London W1H 6HJ, United Kingdom",+442076379711,Phòng khám,4.5,
The London Clinic Eye Centre,https://www.thelondonclinic.co.uk/london-clinic-eye-centre,"119 Harley St, London W1G 6AU, United Kingdom",+442035533670,Eye care center,4.3,
The London Clinic of Nutrition,https://londonclinicofnutrition.co.uk/,"10 Wyndham Pl, London W1H 2PU, United Kingdom",02033320030,Nutritionist,4.8,
The London Dermatology Centre,https://www.london-dermatology-centre.co.uk/,"69 Wimpole St, London W1G 8AS, United Kingdom",+442074673720,Dermatologist,4.4,
The London Face & Skin Clinic,http://www.thelondonfaceandskinclinic.com/,"58 S Molton St, London W1K 5SL, United Kingdom",+442031963338,Medical spa,5,
The London Hair Clinic,http://www.thelondonhairclinic.co.uk/,"27, 28 Eastcastle St, London W1W 8DH, United Kingdom",+442074046040,Hair replacement service,4.7,
The London Menopause and PMS Clinic,http://www.londonpmsandmenopause.co.uk/contact.php,"46 Wimpole St, London W1G 8SD, United Kingdom",+442074860497,Medical clinic,5,
The London Nose Clinic,http://londonnoseclinic.com/,"The City of London Medical Centre, 11-13 Crosswall, London EC3N 2JY, United Kingdom",+442078064034,Medical clinic,5,
The London Obesity Clinic,https://www.thelondonobesityclinic.com/,"10 Harley St, Greater, London W1G 9PF, United Kingdom",+442072990388,Weight loss service,5,
The London Skin and Hair Clinic,https://www.thelondonskinandhairclinic.com/,"233 High Holborn, London WC1V 7DN, United Kingdom",+442071834565,Dermatolog,4.7,
The London Wellbeing & Nutrition Clinic,https://www.lwnc.co.uk/,"Tokenhouse Yard, London EC2R 7AS, United Kingdom",,Nutricionista,5,
The Lovely Clinic,http://thelovelyclinic.co.uk/,"8 Beauchamp Pl, London SW3 1NQ, United Kingdom",+442036955400,Medical spa,4.9,
The Male Fertility Clinic - London,https://www.themalefertilityclinic.co.uk/,"7 Belgrave Rd, Pimlico, London SW1V 1QB, United Kingdom",+442031431294,Fertility clinic,4.8,
The Marion Gluck Clinic,https://www.mariongluckclinic.com/,"61 Wimpole St, London W1G 8AH, United Kingdom",,Medical clinic,,
The Medical Chambers Kensington,http://www.themedicalchambers.com/,"10 Knaresborough Pl, London SW5 0TG, United Kingdom",+442072444200,Medical clinic,4.1,
The Men Clinics,https://themenclinics.com/,"89-91 Wardour St, London W1F 0UB, United Kingdom",+447551555381,Medical clinic,5,
THE MISSION PRACTICE,http://www.themissionpractice.nhs.uk/,"208 Cambridge Heath Rd, Cambridge Heath, London E2 9LS, United Kingdom",+442089837300,Medical clinic,2,
The Musculoskeletal Ultrasound & Injections Clinic,http://www.mskultrasoundinjections.co.uk/,"Brentford TW8 9DR, United Kingdom",+442080509885,Medical diagnostic imaging center,4.9,
The Natural Doctor - Breast Health & BHRT Clinic London,https://www.thenaturaldoctor.org/,"8 Upper Wimpole St, London W1G 6LH, United Kingdom",+442072244622,Medical clinic,4.8,
The New Medical Centre,https://www.thenewmedicalcentre.co.uk/,"264 Brentwood Rd, Hornchurch, Romford RM2 5SU, United Kingdom",+441708478800,Centro médico,2.1,
The OAD Clinic,https://www.theoadclinic.com/,"25A Eccleston St, London SW1W 9NP, United Kingdom",+442078236840,Addiction treatment center,4.5,
The One 2 One Diet with Laura & Natalie - Romford,http://www.one2onediet.com/lauraU,"Priors Park, Hornchurch RM12 4ND, United Kingdom",+447873777499,Weight loss service,5,
The Optimum Health Clinic,http://www.theoptimumhealthclinic.com/,"Unit A, Gainsborough Studios, Poole St, London N1 5EB, United Kingdom",+443333226688,Phòng khám,4.2,
The Plane Tree,https://theplanetree.co.uk/,"31 Roman Rd, Bethnal Green, London E2 0HU, United Kingdom",+442030225892,Medical clinic,4.9,
The Point Battersea,http://www.gettingiton.org.uk/,"11 Stormont Rd, London SW11 5EG, United Kingdom",+442088125700,Medical clinic,,
The Precision Health Clinic,https://thephclinic.com/,"48 Wimpole St, London W1G 8SF, United Kingdom",+442036497500,Clinique,5,
The Private Practice,https://www.privatepracticeclinic.co.uk/,"Based at Life By Margot, 84 Park Rd, London N8 8JQ, United Kingdom",07526874400,Medical clinic,5,
The PRP Lab. Mayfair,http://www.theprplab.com/,"22 Seymour St, London W1H 7HY, United Kingdom",+442079987077,Medical clinic,4.5,
The Redwood Practice,https://www.redwoodpractice.co.uk/,"The Redwood Practice Maswell Park Health Centre, Hounslow Avenue, Hounslow TW3 2DY, United Kingdom",+442086303488,Medical clinic,3.6,
The Regenerative Clinic,http://theregenerativeclinic.co.uk/,"Jorja Healthcare, 10 Eastbourne Terrace, London W2 6LG, United Kingdom",+443330505088,Phòng khám,3.8,
The Remedy Nutrition Clinic,https://www.remedy-clinic.com/,"86 Harley St, London W1G 7HP, United Kingdom",07919184871,Nutritionist,5,
The Respark Clinic,http://www.theresparkclinic.com/,"Unit 4.04, 153 Wandsworth Rd, London SW8 2GB, United Kingdom",+442038564218,Wellness center,5,
The Scan Clinic,https://thescanclinic.co.uk/,"635A Cranbrook Rd, LONDON IG2 6SX, United Kingdom",+442039047706,Medical clinic,4.9,
The Slimming Service,https://theslimclinic.co.uk/,"Essex Lodge i-health Ltd, 94 Greengate St, London E13 0AS, United Kingdom",+442084709996,Weight loss service,,
The Society for Reproduction and Fertility,http://srf-reproduction.org/,"8 Waldegrave Rd, Teddington TW11 8HT, United Kingdom",+442089777997,Association / Organization,,
The Swiss Touch,https://www.theswisstouch.co.uk/,"86 Brook St, London W1K 5AY, United Kingdom",+442070996557,Sports medicine clinic,4.9,
The Test Clinic – Tower Hamlets,https://www.thetestclinic.com/allergy-intolerance-testing-tower-hamlets,"Room 13, St Andrews Health Centre, 2 Hannaford Walk, London E3 3FF, United Kingdom",+442031050499,Wellness center,,
The Town Clinic - ECHO - sexual health clinic,http://www.echoclinics.nhs.uk/,"4 and 5 Burleigh Way, Enfield EN2 6AE, United Kingdom",+442088874510,Reproductive health clinic,3.7,
The Virtual Slimming Clinic,https://thevirtualslimmingclinic.co.uk/,"First Floor, 85 Great Portland St, London W1W 7LT, United Kingdom",,Weight loss service,3.9,
The Weight Loss Dietitian,http://www.dietitianandnutritionist.co.uk/,"16 St James' Rd, Surbiton KT6 4QH, United Kingdom",+447912963665,Nhà dinh dưỡng học,5,
The Weight Loss Guru Ltd.,https://theweightlossguru.co/,"4 Hazlebury Rd, London SW6 2NB, United Kingdom",+447388828674,Weight loss service,4.9,
The Wellness and Beauty Clinic,https://thewellnessandbeautyclinic.co.uk/,"43 Mill Ln, London NW6 1NB، United Kingdom",+447956728936,Wellness center,4.8,
The Wellness People,https://www.thewellnesspeople.co/,"5A Lucerne Mews, London W8 4ED, United Kingdom",+447752095822,Medical Center,4.7,
The Women's Natural Health Clinic,http://www.womensnaturalhealthclinic.com/,"16 Bridle Ln, London TW1 3EE, United Kingdom",+442038118778,Women's health clinic,4.3,
"The Womens Health Clinic - Canary Wharf, London",https://thewomenshealth.clinic/clinics/london-canary-wharf/,"Port East Buildings, 14 Hertsmere Rd, London E14 4AF, United Kingdom",08004880909,Klinika zdrowia kobiet,4.3,
"The Womens Health Clinic - Harley Street, London",https://www.thewomenshealth.clinic/,"10 Harley St, London W1G 9PF, United Kingdom",+447700142989,Women's health clinic,4.4,
TheLondonFacialCare,http://www.thelondonfacialcare.co.uk/,"71 Queen's Gate, South Kensington, London SW7 5JT, United Kingdom",+442073736899,Medical clinic,4.5,
Thrive Tribe,http://www.thrivetribe.org.uk/,"Kesslers Building, 11 Rick Roberts Way, London E15 2NF, United Kingdom",+442034342520,Weight loss service,3.7,
Thérapie Fertility London,https://www.therapiefertility.com/our-clinics/london-satellite-clinic/,"The Shopping Centre, 35 Parkfield street, Angel Central, London N1 0PS, United Kingdom",+35312238933,Fertility clinic,,
Timeless Hair Transplant,http://www.timelesshairtransplant.com/,"Harley Street Specialist Hospital, 18 Queen Anne St, London W1G 8HU, United Kingdom",+442085794938,Hair transplantation clinic,5,
TOA Clinic,http://toaclinic.co.uk/,"154b Battersea Park Rd, London SW11 4ND, United Kingdom",+442076228685,Dermatologist,4.7,
Tonic Weight Loss Surgery,https://tonicweightlosssurgery.co.uk/,"5, 10 Beaumont St, London W1G 6AA, United Kingdom",+443001245520,Weight loss service,4.6,
Tonic Weight Loss Surgery,https://tonicweightlosssurgery.co.uk/,"Sudbury Hill, Harrow HA1 3RX، United Kingdom",+443001245520,Weight loss service,5,
"Tower Bridge STD & STI Testing, Sexual Health (private)Clinic .",https://www.thewellnesspharmacy.co.uk/std-screening-london,"43 Shad Thames, London SE1 2NJ, United Kingdom",+442037719927,STD clinic,5,
Trichological Clinic Hampstead,http://www.trichologicalclinic.co.uk/,"106 Heath St, London NW3 1DR, United Kingdom",+442077942949,Alternative medicine practitioner,5,
Trichology by Tiffany hall,https://www.trichologybytiffanyhall.com/,"2-5 Colville Mews, London W11 2DA, United Kingdom",,Hair replacement service,5,
Trichology Camden,https://www.trichologyenfield.com/about,"152 Camden High St, London NW1 0NE, United Kingdom",,Hair replacement service,5,
Trichology Crouch End,https://www.trichologyenfield.com/,"14 Park Rd, London N8 8TD, United Kingdom",+447960299124,Servicio de tratamiento del cabello,5,
Trichology Enfield,https://www.trichologyenfield.com/about,"1 Church Ln, Enfield EN1 3EJ, United Kingdom",07960299124,Hair replacement service,5,
Trident Hyperbaric,https://www.tridenthyperbaric.co.uk/location/,"65 London Wall, Greater, London EC2M 5TU, United Kingdom",+447407156151,,5,
Trim with Tina (Tina Brown),http://one2onediet.com/Tina_b,"10 Oldfield Rd, Bexleyheath DA7 4DX, United Kingdom",+447947544465,Weight loss service,5,
Trinity Trichology Clinic,https://www.belsbeautycomplex.co.uk/,"31 Down Way, Northolt UB5 6PG, United Kingdom",+447903152357,Beauty salon,4.9,
TRT Clinic - MYTRT® UK,https://www.mytrt.com/,"42 Foley St, London W1W 7TS, United Kingdom",+448001577521,Phòng khám,5,
Trustworthy Hair Transplant Sanctuary,https://northolt.hairtransplantuniverse.com/,"1 Moat Farm Rd, Northolt UB5 5DR, United Kingdom",,Medical Center,,
Tudor Hair Clinic,https://www.tudorhairclinic.co.uk/,"Tudor Rose Grv, The Royal Town of Sutton Coldfield, Birmingham, Sutton Coldfield B72 1PF",07753277662,,5,
Tulasi Medical Centre,http://www.tulasimedicalcentre.co.uk/,"10 Bennett's Castle Ln, Dagenham RM8 3XU, United Kingdom",+442085901773,Phòng khám,1.6,
UDB Skin Clinic – Transformative Treatments & Bespoke Skincare,https://udbskinclinic.co.uk/,"440 Roman Rd, Bow, London E3 5LU, United Kingdom",+442037945114,Dermatologist,4.9,
UK Hair Transplant Clinics London,https://ukhairtransplantclinics.co.uk/hair-transplants-london/,"10 Harley St, London W1G 9PF, United Kingdom",08000430993,Haartransplantationsklinik,2.9,
UK Hair Transplants UKHT,https://uk-hairtransplants.com/our-clinics/london-hair-transplants/,"Silverstream House, 45 Fitzroy St, London W1T 6EB, United Kingdom",+442080589003,Hair transplantation clinic,5,
UK Health Check,https://ukhealthcheck.com/,"27 Welbeck St, London W1G 8EN, United Kingdom",+442071013377,Centro médico,5,
UK Stem Cell Foundation,http://ukscf.org/,"45 Albemarle St, London W1S 4BS, United Kingdom",+442074916566,Association / Organization,,
Ultimate Vitamins clinic,https://ultimatevitamins.co.uk/,"unit 13, 639 High Rd, London N17 8AA, United Kingdom",+442031371168,Wellness center,5,
Ultra Sports Clinic,https://www.ultrasportsclinic.com/,"10 St John's Rd, London SW11 1PN, United Kingdom",+442038935100,Spor Hekimliği Kliniği,5,
Ultra Sports Clinic @ Third Space Medical - Richmond,https://www.ultrasportsclinic.com/,"4 Golden Ct, Richmond TW9 1EU, United Kingdom",+442038935100,Sports medicine clinic,5,
Ultra Sports Clinic @ Third Space Medical - Wimbledon,https://www.ultrasportsclinic.com/ultra-sports-wimbledon-clinic,"4 Queen's Rd, London SW19 8YE، United Kingdom",02038935100,Klinika,5,
Ultralase,http://www.ultralase.com/,"15 Harley St, London W1G 9QQ, United Kingdom",+448009886390,Eye care center,2.7,
UniClinic Medical Centre,https://www.uniclinic.co.uk/,"635 Cranbrook Rd, LONDON IG2 6SX, United Kingdom",+442030027795,Bác sĩ,4.4,
United Wellness,https://www.unitedwellness.co.uk/,"10 Spring Villa Rd, Edgware HA8 7EB, United Kingdom",+442038694677,Fertility clinic,5,
VELLIO Health,http://www.velliohealth.com/,"34 Great Titchfield St., London W1W 8BQ, United Kingdom",,Weight loss service,4.6,
Vinci Hair Clinic,http://www.vincihairclinic.com/,"130 Harley St, London W1G 7JU, United Kingdom",+442071450112,Hair transplantation clinic,4.7,
Vista Health - Ealing,https://www.vista-health.co.uk/locations/ealing/,"96-122 Uxbridge Rd, London W13 8RB, United Kingdom",+443722912565,Medical clinic,4.1,
Vital Health Clinic,https://www.vitalhealthclinic.co.uk/,"13 Greenhayes Ave, Banstead SM7 2JF, United Kingdom",+441737944942,Wellness center,5,
Vitality Rising Ltd,http://www.vitalityrising.uk/,"237 Liverpool Rd, London N1 1LX, United Kingdom",+447561067783,Nutritionist,4.9,
Waldron Sexual Health Clinic,https://www.lewishamandgreenwich.nhs.uk/sexual-health/,"Waldron Health Centre, Suite 8, 2nd Floor, Amersham Vale, London SE8 4BD, United Kingdom",+442030493500,Reproductive health clinic,4.3,
Waltham Forest Eye Screening Centre,http://www.homerton.nhs.uk/eyescreening,"772-776 High Rd. Leyton, London E10 6AE, United Kingdom",+442085105911,Eye care center,4.2,
Walworth Road Sexual Health Clinic,http://www.guysandstthomas.nhs.uk/our-services/sexual-health/clinics/walworth-road/overview.aspx,"Walworth Rd, London SE17 1RY, United Kingdom",+442071887707,Reproductive health clinic,3.5,
WaveMedica,https://wavemedica.com/,"71-75 Shelton St, London WC2H 9JQ, United Kingdom",+442045497277,Medical clinic,5,
Weight Management Clinic Group Ltd.,http://weightmanagement.clinic/,"Tower (11th floor, City Point, 1 Ropemaker St, London EC2Y 9HT, United Kingdom",+442039542560,Medical clinic,,
Weight Medics Online,https://weightmedics.co.uk/,"77 Belmont Rd, Uxbridge UB8 1QU, United Kingdom",+442077607670,Weight loss service,3,
Weight Medics Online,https://weightmedics.co.uk/contact-us,"Advanced Weight Solutions Ltd - t/a Weight Medics, 65 Margaret St, London W1W 8SP, United Kingdom",+442077607670,Weight loss service,4.6,
Weightmedics - Richmond,http://www.weightmedics.co.uk/,"37 Kew Rd, Richmond TW9 2NQ, United Kingdom",+442077607670,Weight loss service,4.7,
Weightmedics - Victoria,http://www.weightmedics.co.uk/,"198 Vauxhall Bridge Rd, London SW1V 1DX, United Kingdom",+442076307303,Weight loss service,5,
"Wellbeing and Nutrition - nutrition, wellbeing and bereavement",http://www.wellbeingandnutrition.co.uk/,"18 Oaklands Rd, London W7 2DR, United Kingdom",+447962978763,Nutritionist,5,
Wellworks Clinic,https://wellworksclinic.co.uk/,"Unit 8, 33 Stannary St, London SE11 4AA, United Kingdom",+447518556809,Wellness center,5,
West Fertility Clinical Associates,https://www.wfca.uk/,"28 St George's Dr, Pimlico, London SW1V 4BN, United Kingdom",+442034887799,Fertility physician,5,
West Hampstead Medical Centre,http://www.westhampsteadmedicalcentre.com/,"9 Solent Rd, London NW6 1TP, United Kingdom",+442074311588,Medical Center,4.5,
Westbury Medical Centre - GP in Wood Green,http://www.westbury.nhs.uk/,"205 Westbury Ave, London N22 6RX، United Kingdom",+442088883021,,4.2,
Westland Medical Centre,http://westlandmedical.com/,"Westland medical centre, Westland Ave, Hornchurch RM11 3SD, United Kingdom",+441708205149,Bệnh viện,3.7,
Wheeler & Kirk Eyecare Southfields,https://opticalrevolution.co.uk/southfields/,"15 Replingham Rd, London SW18 5LT, United Kingdom",+442088745511,Eye care center,4.9,
White Space Nutrition,http://www.whitespacenutrition.com/,"40, 44 The Broadway, London SW19 1RQ, United Kingdom",,Nutritionist,5,
White Space Nutrition,https://www.whitespacenutrition.com/,"2 Kenway Rd, London SW5 0RR, United Kingdom",,Nutritionist,5,
Wick Health Centre,http://www.thewickhealthcentre.co.uk/,"10 Kenworthy Rd, London E9 5TD, United Kingdom",+442089866341,Medical Center,4,
Wide Way Medical Centre,https://www.widewaymedicalcentre.nhs.uk/,"15 Wide Way, Mitcham CR4 1BP, United Kingdom",+442086231300,Bác sĩ,2.8,
Wimpole Clinic,https://wimpoleclinic.com/,"2 Harley St, London W1G 9PA, United Kingdom",+442079351861,Medical clinic,4.5,
Women's Health Fertility.,http://womenshealthfertility.com/,"32 London Bridge St, London SE1 9SG, United Kingdom",+447445710046,Fertility clinic,,
XPhysio,https://xphysio.com/,"328 Stean St, London E8 4ED, United Kingdom",+447903247247,Sports medicine clinic,5,
Yi Dao Clinic,http://yidaoclinic.co.uk/,"61 Mill Ln, London NW6 1NB, United Kingdom",+442074310220,Medical clinic,4.9,
Your Excellent Health Services - YEHS,https://yourexcellenthealth.org/,"25 Harley St, London W1G 9QW, United Kingdom",+442046176186,Medical Center,4.9,
Your Skin Doctors,http://yourskindoctors.co.uk/,"83R, off Aldred Rd, Mill Ln, London NW6 1NB, United Kingdom",+447578488775,Skin care clinic,5,
Zacks Eye Clinic,http://www.zackseyes.co.uk/,"15 Warren Mews, London W1T 6AZ 영국",+442077137713,,4.5,
